track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,1,BEAUTY MISSILE,H123,1,107.63,A Badel,B Crawford,135.0,1172.0,14,13 13 12 9 1,13.0,,,0,"Shortly after the start was steadied when crowded between SMART BEAUTY and DRAGON SUNRISE which shifted in.  When questioned L Ferraris stated that his instructions were to settle in a midfield position.  He said after jumping only fairly and then being crowded shortly after the start HAILTOTHEVICTORS settled further back than intended.  When questioned regarding his riding in the early stages of the Home Straight and the vigour he applied to the horse, L Ferraris stated that after following GOLD TACK his intention was to improve between GOLD TACK and CARRYON SMILING as HAILTOTHEVICTORS had raced best when improving between runners.  He said as he committed to this position he observed CARRYON SMILING giving ground and shifting out and as a consequence he was obliged to ride his mount with caution to ensure that HAILTOTHEVICTORS was able to obtain an uninterrupted run as the horse is one-paced and finds it difficult to finish its races off when its momentum is impeded.  He added near the 300 Metres when he was satisfied there was sufficient room to improve between CARRYON SMILING and GOLD TACK, he was able to place HAILTOTHEVICTORS under full pressure but near the 200 Metres was obliged to steady his mount when crowded between SMILING EMPEROR and HARRY’S HERO which was taken in by BEAUTY MISSILE.  He said after receiving this crowding HAILTOTHEVICTORS then finished the race off well.",14.5,22.11,23.61,24.37,23.04,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,11,DRAGON SUNRISE,J269,2,107.92,L Hewitson,K W Lui,118.0,976.0,5,6 7 6 3 2,4.5,,,0,"Shortly after the start was steadied when crowded between SMART BEAUTY and DRAGON SUNRISE which shifted in.  When questioned L Ferraris stated that his instructions were to settle in a midfield position.  He said after jumping only fairly and then being crowded shortly after the start HAILTOTHEVICTORS settled further back than intended.  When questioned regarding his riding in the early stages of the Home Straight and the vigour he applied to the horse, L Ferraris stated that after following GOLD TACK his intention was to improve between GOLD TACK and CARRYON SMILING as HAILTOTHEVICTORS had raced best when improving between runners.  He said as he committed to this position he observed CARRYON SMILING giving ground and shifting out and as a consequence he was obliged to ride his mount with caution to ensure that HAILTOTHEVICTORS was able to obtain an uninterrupted run as the horse is one-paced and finds it difficult to finish its races off when its momentum is impeded.  He added near the 300 Metres when he was satisfied there was sufficient room to improve between CARRYON SMILING and GOLD TACK, he was able to place HAILTOTHEVICTORS under full pressure but near the 200 Metres was obliged to steady his mount when crowded between SMILING EMPEROR and HARRY’S HERO which was taken in by BEAUTY MISSILE.  He said after receiving this crowding HAILTOTHEVICTORS then finished the race off well. Raced keenly in the middle stages and near the 800 Metres was steadied to avoid SMILING EMPEROR.  Near the 450 Metres was steadied to avoid CARRYON SMILING which was giving ground.  As a result HARRY’S HERO shifted to the outside of DRAGON SUNRISE to continue into clear running.  H T Mo reported that with the horse carrying a light weight he was asked to hold a more forward position than its previous race starts. Jumped only fairly.  Shortly after the start was then crowded by GOLDEN FORTUNE which shifted in.  Near the 1200 Metres raced keenly when being crossed by DRAGON SUNRISE.  A veterinary inspection immediately following the race did not show any significant findings.",14.02,22.15,23.53,24.45,23.77,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,2,HAILTOTHEVICTORS,J508,3,107.93,L Ferraris,D Eustace,135.0,1110.0,4,14 14 14 13 3,13.0,,,0,"Shifted in at the start and made contact with HAILTOTHEVICTORS.  Raced wide and without cover from the 700 Metres after being taken out by HARRY’S HERO.  Sent for sampling post-race. Shortly after the start was steadied when crowded between SMART BEAUTY and DRAGON SUNRISE which shifted in.  When questioned L Ferraris stated that his instructions were to settle in a midfield position.  He said after jumping only fairly and then being crowded shortly after the start HAILTOTHEVICTORS settled further back than intended.  When questioned regarding his riding in the early stages of the Home Straight and the vigour he applied to the horse, L Ferraris stated that after following GOLD TACK his intention was to improve between GOLD TACK and CARRYON SMILING as HAILTOTHEVICTORS had raced best when improving between runners.  He said as he committed to this position he observed CARRYON SMILING giving ground and shifting out and as a consequence he was obliged to ride his mount with caution to ensure that HAILTOTHEVICTORS was able to obtain an uninterrupted run as the horse is one-paced and finds it difficult to finish its races off when its momentum is impeded.  He added near the 300 Metres when he was satisfied there was sufficient room to improve between CARRYON SMILING and GOLD TACK, he was able to place HAILTOTHEVICTORS under full pressure but near the 200 Metres was obliged to steady his mount when crowded between SMILING EMPEROR and HARRY’S HERO which was taken in by BEAUTY MISSILE.  He said after receiving this crowding HAILTOTHEVICTORS then finished the race off well.",14.54,22.07,23.77,24.45,23.1,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,13,GOLD TACK,H106,4,108.13,M F Poon,D J Hall,117.0,1070.0,2,12 10 11 11 4,7.1,,,0,"Shortly after the start was steadied when crowded between SMART BEAUTY and DRAGON SUNRISE which shifted in.  When questioned L Ferraris stated that his instructions were to settle in a midfield position.  He said after jumping only fairly and then being crowded shortly after the start HAILTOTHEVICTORS settled further back than intended.  When questioned regarding his riding in the early stages of the Home Straight and the vigour he applied to the horse, L Ferraris stated that after following GOLD TACK his intention was to improve between GOLD TACK and CARRYON SMILING as HAILTOTHEVICTORS had raced best when improving between runners.  He said as he committed to this position he observed CARRYON SMILING giving ground and shifting out and as a consequence he was obliged to ride his mount with caution to ensure that HAILTOTHEVICTORS was able to obtain an uninterrupted run as the horse is one-paced and finds it difficult to finish its races off when its momentum is impeded.  He added near the 300 Metres when he was satisfied there was sufficient room to improve between CARRYON SMILING and GOLD TACK, he was able to place HAILTOTHEVICTORS under full pressure but near the 200 Metres was obliged to steady his mount when crowded between SMILING EMPEROR and HARRY’S HERO which was taken in by BEAUTY MISSILE.  He said after receiving this crowding HAILTOTHEVICTORS then finished the race off well.",14.34,22.03,23.77,24.49,23.5,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,4,GOLDEN FORTUNE,K500,5,108.14,H Bowman,K L Man,130.0,1212.0,8,2 4 3 2 5,4.3,,,0,"Jumped only fairly.  Shortly after the start was then crowded by GOLDEN FORTUNE which shifted in.  Near the 1200 Metres raced keenly when being crossed by DRAGON SUNRISE.  A veterinary inspection immediately following the race did not show any significant findings. Near the 450 Metres was steadied to avoid GOLDEN FORTUNE (H Bowman) which shifted in.  H Bowman was advised to exercise more care.  Apprentice H Y Yuen stated that with the early and middle stages being run inside of standard time she was obliged to make use of her mount to hold a forward position which resulted in CARRYON SMILING giving ground in the Home Straight.  A veterinary inspection immediately following the race which included an endoscopic examination showed a substantial amount of blood in the horse’s trachea.  Before being allowed to race again, CARRYON SMILING will be subjected to an official veterinary examination.",13.78,21.83,23.85,24.57,24.11,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,7,HAPPY BUDDIES,K344,6,108.16,K Teetan,W K Mo,127.0,1053.0,13,1 1 1 1 6,44.0,,,0,"When questioned K Teetan stated that his instructions were to take up a forward position and he was given the option to lead if circumstances permitted.  He said after jumping well from a wide barrier he allowed his mount to stride forward where he was positioned to the outside of CARRYON SMILING near the 1200 Metres.  He said when HAPPY BUDDIES improved marginally in front of CARRYON SMILING he then elected to allow HAPPY BUDDIES to continue forward to cross that runner near the 900 Metres.  When questioned if there was an opportunity to remain racing to the outside of CARRYON SMILING, having regard to the early stages being run inside of standard time, K Teetan stated that as his mount was travelling comfortably and he did not have to make use of the horse to cross CARRYON SMILING, he felt this was the best option to give the horse the chance to finish in the best possible placing.  After considering his explanation and taking into account the sectional times the Stewards advised Jockey Teetan that, in their opinion, he would have been better suited by remaining to the outside of CARRYON SMILING in the early stages which would have set a more sustainable pace throughout the early and middle stages of the event.",13.66,21.83,23.49,24.97,24.21,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,14,HARRY'S HERO,H332,7,108.3,H T Mo,P F Yiu,113.0,1079.0,10,5 5 5 5 7,18.0,,,0,,14.02,21.75,23.89,24.69,23.95,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,10,SMILING EMPEROR,J371,8,108.46000000000001,M L Yeung,K H Ting,119.0,1164.0,1,3 3 4 4 8,15.0,,,0,"Shortly after the start was steadied when crowded between SMART BEAUTY and DRAGON SUNRISE which shifted in.  When questioned L Ferraris stated that his instructions were to settle in a midfield position.  He said after jumping only fairly and then being crowded shortly after the start HAILTOTHEVICTORS settled further back than intended.  When questioned regarding his riding in the early stages of the Home Straight and the vigour he applied to the horse, L Ferraris stated that after following GOLD TACK his intention was to improve between GOLD TACK and CARRYON SMILING as HAILTOTHEVICTORS had raced best when improving between runners.  He said as he committed to this position he observed CARRYON SMILING giving ground and shifting out and as a consequence he was obliged to ride his mount with caution to ensure that HAILTOTHEVICTORS was able to obtain an uninterrupted run as the horse is one-paced and finds it difficult to finish its races off when its momentum is impeded.  He added near the 300 Metres when he was satisfied there was sufficient room to improve between CARRYON SMILING and GOLD TACK, he was able to place HAILTOTHEVICTORS under full pressure but near the 200 Metres was obliged to steady his mount when crowded between SMILING EMPEROR and HARRY’S HERO which was taken in by BEAUTY MISSILE.  He said after receiving this crowding HAILTOTHEVICTORS then finished the race off well. Raced keenly in the middle stages and near the 800 Metres was steadied to avoid SMILING EMPEROR.  Near the 450 Metres was steadied to avoid CARRYON SMILING which was giving ground.  As a result HARRY’S HERO shifted to the outside of DRAGON SUNRISE to continue into clear running.  H T Mo reported that with the horse carrying a light weight he was asked to hold a more forward position than its previous race starts.",13.82,21.75,23.89,24.77,24.23,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,3,KOLACHI,J395,9,108.81,R Kingscote,D J Whyte,131.0,1023.0,7,9 11 9 6 9,49.0,,,0,,14.22,22.15,23.57,24.45,24.42,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,8,MEGA FORCE,K200,10,108.99000000000001,C Y Ho,P C Ng,124.0,1155.0,9,11 9 10 12 10,32.0,,,0,,14.26,22.07,23.73,24.65,24.28,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,9,ZETTA FORCE,J546,11,109.12,C L Chau,C H Yip,122.0,1057.0,12,10 12 13 14 11,31.0,,,0,"C L Chau stated that his instructions were to settle the horse where comfortable.  He said with the early and middle stages being run inside of standard time this resulted in ZETTA FORCE settling back in the field.  Noted to have bled from the left nostril after the race.  An endoscopic examination confirmed the horse to be a bleeder.  Before being allowed to race again, ZETTA FORCE will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.",14.26,22.23,23.81,24.57,24.25,
Sha Tin,2026/07/12,1,Class 5,1800,"TURF - ""A"" Course",GOOD TO FIRM,40,"1:44.5, 11:17.0, 2:33.5",298.0,"1,11:108.0, 1,2:260.0, 2,11:104.0",138.0,12,SMART BEAUTY,G477,12,109.43,Y L Chung,A S Cruz,115.0,1122.0,3,7 6 8 8 12,12.0,,,0,"Shortly after the start was steadied when crowded between SMART BEAUTY and DRAGON SUNRISE which shifted in.  When questioned L Ferraris stated that his instructions were to settle in a midfield position.  He said after jumping only fairly and then being crowded shortly after the start HAILTOTHEVICTORS settled further back than intended.  When questioned regarding his riding in the early stages of the Home Straight and the vigour he applied to the horse, L Ferraris stated that after following GOLD TACK his intention was to improve between GOLD TACK and CARRYON SMILING as HAILTOTHEVICTORS had raced best when improving between runners.  He said as he committed to this position he observed CARRYON SMILING giving ground and shifting out and as a consequence he was obliged to ride his mount with caution to ensure that HAILTOTHEVICTORS was able to obtain an uninterrupted run as the horse is one-paced and finds it difficult to finish its races off when its momentum is impeded.  He added near the 300 Metres when he was satisfied there was sufficient room to improve between CARRYON SMILING and GOLD TACK, he was able to place HAILTOTHEVICTORS under full pressure but near the 200 Metres was obliged to steady his mount when crowded between SMILING EMPEROR and HARRY’S HERO which was taken in by BEAUTY MISSILE.  He said after receiving this crowding HAILTOTHEVICTORS then finished the race off well.",14.06,21.87,23.93,24.65,24.92,
