track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,3,FRANTANCK,H429,1,94.02000000000001,H Y Yuen,P C Ng,121.0,1170.0,3,1 1 1 1,8.2,,,0,,24.08,22.86,23.02,24.06,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,10,ORIENTAL SURPRISE,K028,2,94.02000000000001,Z Purton,D A Hayes,120.0,1041.0,6,3 4 3 2,6.9,,,0,"Jumped only fairly.  Shortly after the start was bumped by ORIENTAL SURPRISE which shifted out.  J Orman stated that his instructions were to endeavour to shift to the outside in the Home Straight but was unable to do so.  He said when placed under pressure SUPERB GUY finished the race off in a one-paced manner and, in his opinion, may have reached the end of its preparation.  A veterinary inspection immediately following the race did not show any significant findings. <2/7/2026 Additional Veterinary Report> SUPERB GUY, which performed disappointingly, was examined by the Veterinary Officer who said at that time there were no significant findings. SUPERB GUY was again examined by the Veterinary Officer at the stables of Trainer K W Lui this morning. He said at this time he noted the horse to be lame in its right front leg. Before being allowed to race again, SUPERB GUY will be subjected to an official veterinary examination.",24.36,23.02,22.78,23.86,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,7,GENERAL SMART,K138,3,94.1,A Atzeni,C S Shum,126.0,1127.0,14,10 10 8 3,17.0,,,0,,25.04,22.98,22.5,23.58,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,11,PERFECTO MOMENTS,J003,4,94.35,M L Yeung,K H Ting,118.0,1135.0,1,4 3 4 4,3.3,,,0,,24.48,22.82,22.98,24.07,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,9,HAPPYDEARHAPPYDEER,J002,5,94.35,Y L Chung,A S Cruz,121.0,1106.0,4,5 6 7 5,14.0,,,0,,24.68,22.94,22.86,23.87,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,13,GOLD TACK,H106,6,94.37,M Chadwick,D J Hall,117.0,1074.0,11,14 14 14 6,46.0,,,0,,25.4,22.94,22.66,23.37,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,8,ZETTA FORCE,J546,7,94.45,E Brown,C H Yip,125.0,1046.0,2,6 5 6 7,30.0,,,0,,24.76,22.82,22.9,23.97,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,5,LUCKY BLESSING,K073,8,94.45,L Ferraris,W K Mo,128.0,1101.0,12,2 2 2 8,13.0,,,0,,24.16,22.98,22.9,24.41,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,1,RED BRICK WARRIOR,K580,9,94.50999999999999,B Avdulla,D Eustace,135.0,1117.0,10,7 7 5 9,12.0,,,0,,24.84,22.86,22.74,24.07,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,12,HARRY'S HERO,H332,10,94.6,K Teetan,P F Yiu,115.0,1086.0,9,12 12 12 10,11.0,,,0,,25.32,22.86,22.7,23.72,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,6,SUPERB GUY,K323,11,94.84,J Orman,K W Lui,127.0,1158.0,7,9 9 10 11,13.0,,,0,"Jumped only fairly.  Shortly after the start was bumped by ORIENTAL SURPRISE which shifted out.  J Orman stated that his instructions were to endeavour to shift to the outside in the Home Straight but was unable to do so.  He said when placed under pressure SUPERB GUY finished the race off in a one-paced manner and, in his opinion, may have reached the end of its preparation.  A veterinary inspection immediately following the race did not show any significant findings. <2/7/2026 Additional Veterinary Report> SUPERB GUY, which performed disappointingly, was examined by the Veterinary Officer who said at that time there were no significant findings. SUPERB GUY was again examined by the Veterinary Officer at the stables of Trainer K W Lui this morning. He said at this time he noted the horse to be lame in its right front leg. Before being allowed to race again, SUPERB GUY will be subjected to an official veterinary examination.",25.0,22.86,22.82,24.16,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,2,PING HAI COMET,H344,12,94.85,H Bowman,J Size,132.0,1167.0,5,8 8 9 12,32.0,,,0,,24.92,22.94,22.74,24.25,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,14,CASA LEGEND,G126,13,95.89,M F Poon,C W Chang,117.0,1168.0,13,13 13 11 13,47.0,,,0,,25.36,22.9,22.62,25.01,,
Sha Tin,2026/07/01,1,Class 5,1600,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:25.5, 10:23.0, 7:50.0",312.0,"3,10:102.5, 3,7:240.0, 7,10:221.0",82.0,4,GALE SAGA,J152,14,96.99000000000001,C L Chau,K L Man,127.0,1175.0,8,11 11 13 14,10.0,,,0,,25.16,22.98,22.78,26.07,,
Sha Tin,2026/07/01,2,Class 5,1400,"TURF - ""C"" Course",GOOD TO FIRM,40,"2:25.0, 13:17.0, 4:21.0",188.0,"2,13:68.0, 2,4:78.0, 4,13:60.5",72.5,2,TOP TO SKY,K339,1,81.48,E Brown,C H Yip,133.0,1058.0,5,1 1 1 1,7.2,,,0,,13.47,21.24,22.78,23.99,,
